Depth     GZ4       GZ3       GZ2       GZ1       IK        DS        BK        GZK3      PS        PZ        NKT       GK
2640.20   7.6741    9.0674    7.4632    5.7970    143.4300  22.4820   5.5227    9.0705    106.7162  9.0735    3.4527    7.1683
2640.40   7.8866    9.2800    7.6375    6.0779    142.6697  22.4722   5.7329    9.4345    107.3379  9.4809    3.4498    6.6172
2640.60   7.5324    9.3607    7.6547    7.0067    142.1301  22.4742   5.6948    9.5884    107.7645  9.7591    3.3485    6.7919
2640.80   7.1683    9.1138    7.4116    7.6423    141.4189  22.5093   5.6403    9.4711    107.8864  9.0760    3.3863    6.9387
2641.00   6.8898    8.6713    7.1562    6.8219    141.0019  22.5112   5.6738    9.2855    107.7036  8.3830    3.4238    7.0820
2641.20   6.6919    8.2655    7.0064    6.8219    140.7566  22.4937   5.6864    9.0192    106.9722  8.7332    3.3959    7.5124
2641.40   6.6479    7.9306    7.0064    6.5977    140.7321  22.5054   5.6864    8.9141    105.6192  9.0760    3.2651    7.3146
2641.60   6.8776    7.7937    7.0751    6.3439    140.6095  22.5931   5.6801    8.9337    103.6446  9.2623    3.3245    7.2292
2641.80   7.0437    7.8328    7.1955    6.5336    139.9227  22.7355   5.8810    9.0167    102.4378  9.1356    3.3794    7.1610
2642.00   6.8361    7.9868    7.4484    6.6075    138.8926  22.7628   6.1138    8.9141    101.2677  8.8698    3.2903    6.7021
2642.20   6.5013    8.1946    7.7407    7.2998    138.0833  22.6458   6.2950    9.0265    100.6338  8.5221    3.3566    6.8253
2642.40   6.3303    8.2851    7.8954    7.6127    137.6663  22.4547   6.0598    9.1120    101.4993  8.4327    3.3068    7.0751
2642.60   6.2912    8.1995    7.8070    6.9549    138.9417  22.4917   5.4517    8.8775    102.5110  8.5445    3.2319    6.6736
2642.80   6.5111    8.0626    7.2348    6.3291    141.4679  22.6224   5.4436    8.5770    102.3647  8.7755    3.1107    6.2476
2643.00   6.7261    8.1922    7.0309    5.8315    139.7511  22.7589   5.6529    8.4866    100.7314  8.9692    3.1750    6.2447
2643.20   6.8923    8.4268    7.0359    5.7157    136.9305  22.7959   6.0845    8.5990    99.1102   8.8525    3.2323    6.0213
2643.40   6.9411    8.7422    7.3330    6.6346    135.4590  22.9812   6.1638    8.8311    99.4149   8.6885    3.2515    6.0906
2643.60   6.8556    9.0233    7.8070    7.5462    135.6061  23.0339   5.8767    9.0070    100.5119  8.5221    3.3697    6.3840
2643.80   6.6748    9.1871    8.3865    8.2951    141.9339  22.8408   5.2480    9.2097    101.7309  8.3805    3.2702    6.7202
2644.00   6.4696    9.0869    8.4062    7.2210    147.5750  22.9656   5.2383    9.3197    102.5110  8.3259    3.2989    6.8444
2644.20   6.2277    8.8864    7.8610    6.4449    147.8447  23.1548   5.2596    9.3734    102.3159  8.2886    3.2751    6.3458
2644.40   6.1349    8.5491    7.2569    6.1961    147.2316  23.3264   5.4962    9.3221    102.1453  8.2638    3.1833    6.4513
2644.60   6.1324    8.1922    7.0064    6.3833    147.1335  23.2698   5.6948    9.2048    102.0234  8.2389    3.2531    6.4498
2644.80   6.2448    8.0748    6.9180    6.5632    147.1335  23.2757   5.7690    9.1560    102.3769  8.3060    3.1471    6.7109
2645.00   6.2644    8.0406    7.0236    6.4991    146.5448  22.9461   5.7413    9.2561    102.8279  8.4476    3.0883    6.8528
2645.20   6.2375    7.9648    7.0653    6.3809    145.6619  22.9032   5.5864    9.1780    103.0473  8.3234    3.1656    6.2697
2645.40   6.2937    7.8401    7.0039    6.2281    144.6073  22.9208   5.6927    9.0754    102.9254  8.4128    3.2393    6.2147
2645.60   6.2668    7.8083    6.9990    6.1074    143.6017  22.9325   5.9598    9.0509    102.9132  8.5072    3.1542    6.2304
2645.80   6.2008    7.9844    7.0309    6.2897    142.4735  22.7374   6.3535    9.1169    102.8523  8.7158    3.0877    6.6540
2646.00   6.2057    8.2606    6.9769    6.6987    141.6886  22.6770   6.5904    9.0900    103.0229  8.9990    3.1642    6.5760
2646.20   6.3108    8.3975    7.0506    6.4671    140.8547  22.7004   5.9708    9.0094    103.3642  9.3592    3.2330    6.5337
2646.40   6.4549    8.2582    7.2544    6.3562    140.5849  22.7023   5.9708    8.9166    103.3764  9.8659    3.2682    6.2933
2646.60   6.5062    8.2851    7.3969    6.3957    141.2472  22.6750   5.9510    8.8140    103.1326  10.1267   3.3497    6.1789
2646.80   6.4891    8.4782    7.3772    6.3439    142.1792  22.6009   5.9488    8.9044    102.6329  10.0075   3.4358    6.6079
2647.00   6.4183    8.5686    7.2151    6.1468    143.4055  22.5658   5.8636    8.9899    101.9381  9.7914    3.3123    6.7055
2647.20   6.3645    8.5760    7.0039    6.0754    144.5092  22.5463   5.6801    8.9386    102.0965  9.3939    3.3092    6.7880
2647.40   6.3816    8.4904    6.8394    6.3907    145.2204  22.6536   5.6154    9.0509    102.6085  8.7059    3.1908    6.6609
2647.60   6.4427    8.4757    6.7780    6.4203    145.1959  22.6711   5.7350    9.2171    103.0107  8.4451    3.1941    6.2869
2647.80   6.5404    8.5784    6.8124    6.2010    145.0733  22.7745   5.8183    9.3929    103.2179  8.3954    3.1675    6.2810
2648.00   6.5649    8.6175    6.8247    6.1222    144.5582  22.9091   5.7840    9.6299    103.3398  8.5271    3.1203    6.5077
2648.20   6.5649    8.5711    6.9180    5.8758    143.8470  22.9422   5.8097    9.9719    103.1814  8.8102    3.0122    6.7443
2648.40   6.5160    8.4391    7.0334    5.7502    143.4300  22.9461   5.8745    10.3701   102.7304  9.3790    3.1237    6.4047
2648.60   6.4378    8.2215    7.0334    6.3291    143.0376  22.9481   5.8550    10.7658   102.4866  9.8882    2.9811    6.5229
2648.80   6.2839    8.1408    6.9720    6.2355    143.1357  22.9403   5.7733    11.1616   102.3769  10.1788   3.0035    6.6648
2649.00   6.0689    8.0650    6.8983    6.2897    143.3810  22.9461   5.5822    11.3644   102.5232  10.2037   3.0802    5.9718
2649.20   5.9125    7.9477    6.9843    6.5804    143.3564  22.9461   5.4557    10.9808   102.2184  9.9876    3.0871    5.6974
2649.40   5.9761    7.7888    7.1120    6.2700    143.0866  22.8544   5.9181    9.9548    101.1824  9.5380    3.2228    5.9207
2649.60   6.0249    7.6592    7.0432    6.0089    141.8848  22.9422   6.1319    9.5053    100.7557  9.3989    3.0619    6.4356
2649.80   6.1446    7.6592    6.9204    6.1715    138.9172  22.9110   5.8810    9.1291    100.5607  9.5877    3.2238    5.7112
2650.00   6.6528    7.7937    7.0334    6.1370    134.9439  22.8466   5.7138    8.5892    100.7679  10.3030   3.4321    5.4609
2650.20   7.6839    8.1579    7.3649    5.8832    130.3575  22.8252   5.8011    8.4671    100.3413  11.8231   3.9051    5.5713
2650.40   8.9739    9.1065    8.1238    5.6171    123.6127  22.7940   6.1843    8.9532    100.2682  14.8460   4.3624    5.2346
2650.60   9.9756    10.7689   10.0614   6.8096    116.1077  22.7667   7.2340    10.6999   100.7192  18.1371   4.6871    5.1855
2650.80   10.2150   11.9619   11.2451   8.2878    107.8178  22.7472   8.0498    14.1737   100.4388  18.8227   4.7398    4.9298
2651.00   10.0831   12.2283   12.7112   11.5299   100.5825  22.8349   10.3395   15.1826   100.5729  17.2827   4.5012    5.3578
2651.20   10.1002   12.3628   15.9037   13.1855   94.9414   23.1782   12.1483   14.6501   100.4632  14.4113   4.2064    5.4761
2651.40   9.9805    12.6782   17.0555   14.1907   92.4398   23.5565   9.8361    13.2063   100.1828  13.2489   3.7403    5.8658
2651.60   9.2011    12.6953   18.4504   15.0628   95.2603   23.6092   10.7290   12.6811   99.9147   11.9995   3.5281    6.3374
2651.80   8.0235    11.4974   18.5953   16.6149   103.6728  23.5702   7.8325    12.2340   99.5856   10.9091   3.3107    6.3634
2652.00   6.8849    10.2873   16.1002   13.0968   117.3585  23.5624   6.4030    11.6428   99.2686   10.2335   3.1251    6.6240
2652.20   5.6218    8.7960    11.9818   9.8275    124.9862  23.5409   5.8226    10.9100   99.2808   9.6349    2.9422    6.8037
2652.40   5.6340    7.8034    9.7004    8.2557    129.0821  23.5721   5.8875    9.8424    99.6221   9.2673    2.9854    6.6275
2652.60   5.9736    7.4147    9.1749    7.2382    131.3876  23.6111   6.0152    8.9068    100.4388  9.1083    2.8375    6.7541
2652.80   5.9785    8.0968    8.9587    7.2604    133.2761  23.4571   6.0508    9.1584    102.0356  9.2772    2.9292    6.6746
2653.00   5.7342    9.3534    8.6714    7.3245    135.5325  23.4688   6.0263    10.1087   103.1204  9.7019    2.9577    6.7546
2653.20   5.5680    10.0917   8.1336    6.7997    138.8191  23.6599   5.9510    10.9784   103.6811  10.4496   2.8611    6.5283
2653.40   5.5290    10.6271   7.5025    6.4178    140.7812  23.5975   5.8312    11.7137   102.5841  11.0159   2.7246    6.6849
2653.60   5.7415    10.0990   6.6994    6.0631    137.7399  23.6911   5.7925    10.8611   100.4632  11.1947   2.7785    6.3708
2653.80   5.9614    9.9205    7.3306    6.0261    133.8157  22.9344   6.2649    9.1755    97.9156   10.5241   2.9486    6.3006
2654.00   6.3108    10.1381   8.3841    6.7751    130.4065  22.5385   7.0988    8.8408    96.0995   11.3065   2.9431    6.1941
2654.20   6.6284    10.1772   8.9145    7.8000    126.4333  22.6887   8.1156    8.7382    94.2711   11.8629   3.1211    6.1946
2654.40   7.1634    9.9548    9.0103    8.8273    125.1579  22.8642   9.2916    8.4158    92.8693   11.2519   3.1420    6.4577
2654.60   7.9282    9.6810    8.3865    9.6625    126.8257  22.6692   7.9375    8.0933    94.3808   11.0929   3.5705    6.4052
2654.80   8.6978    9.5098    8.3865    10.4632   126.4333  23.1041   6.8260    7.9712    95.7704   11.6990   3.5536    6.1195
2655.00   10.0293   9.4829    8.9735    9.2609    122.2147  23.2835   6.2510    8.0762    96.7821   12.7397   3.7814    6.1220
2655.20   12.8732   10.4535   9.9386    7.6768    116.0831  23.8666   6.2325    8.6527    96.7577   13.2290   4.0502    6.2216
2655.40   16.7163   12.4435   11.5889   7.1077    109.4856  23.2718   7.1331    9.7423    96.8430   12.8465   4.1405    6.0611
2655.60   18.0601   15.4969   14.4229   8.2976    103.0106  23.1704   8.8001    15.6834   97.5987   11.7834   4.2430    6.1480
2655.80   15.7000   17.0590   15.3315   14.1956   104.2860  23.4941   11.8774   17.3788   98.8542   10.2062   4.0211    6.0807
2656.00   12.8488   17.0297   13.4848   16.4375   113.7531  23.4454   9.5212    17.9675   99.0858   9.4560    3.6313    6.1529
2656.20   11.0677   11.0818   10.5206   8.5292    124.9371  23.4434   6.8538    12.3928   98.6470   8.9195    3.2964    6.2020
2656.40   8.5878    9.4463    9.0914    7.8911    133.0308  23.5741   6.1433    10.7805   97.0136   8.7283    3.0985    6.1720
2656.60   5.5338    7.7472    9.1405    6.8514    138.3285  23.5565   6.0307    9.7960    94.9415   8.7779    2.9905    6.2427
2656.80   4.9475    6.9111    8.1999    5.9251    142.7188  23.4980   6.3067    8.9337    93.2960   8.8351    3.0185    6.3193
2657.00   5.0183    6.6520    7.4239    6.3907    145.5393  23.6462   6.5831    8.2374    92.4549   8.7332    2.9915    6.2476
2657.20   5.1380    6.4466    7.3355    6.8367    146.7411  23.5448   6.6270    7.7928    93.4544   8.5097    3.0279    6.2103
2657.40   5.1918    7.2534    7.6203    6.5829    144.8280  23.6521   6.2325    7.7269    95.7460   8.3929    3.0550    6.2952
2657.60   5.0770    8.0235    7.5761    6.4129    143.4300  23.8159   6.1797    8.1348    97.7816   8.6662    2.9534    6.2933
2657.80   5.0379    8.6860    7.1488    6.3710    143.1602  24.2644   6.1592    8.5648    99.3052   9.1803    2.9644    6.2780
2658.00   5.2358    9.5685    6.9204    6.1000    143.7979  23.8159   5.9050    8.7309    99.7684   9.8137    3.0216    6.2864
